empresa,rubro,direccion,ciudad,provincia,telefono,website,google_maps_url,rating,reviews_count,price_level,horarios,instagram,email,whatsapp,score_ia,observaciones,fuente,fecha_extraccion
TiendaVita,Tienda Holística / Sahumerios,"La Rioja 1401, X5900 Villa María, Córdoba, Argentina",Villa María,Córdoba,0353 401-8226,,https://maps.google.com/?cid=8108894620056387709,1,2,,"lunes: 8:00–13:00, 16:30–20:30; martes: 8:00–13:00, 16:30–20:30; miércoles: 8:00–13:00, 16:30–20:30; jueves: 8:00–13:00, 16:30–20:30; viernes: 8:00–13:00, 16:30–20:30; sábado: 8:00–13:00, 16:30–20:30; domingo: Cerrado",@tiendavita,,03534018226,3,,Google Places API,2026-05-29
SolVivo almacen,Tienda Holística / Sahumerios,"Joaquín V. González 299-399, F5302 La Rioja, Argentina",La Rioja,La Rioja,9380433100,,https://maps.google.com/?cid=8523948363286104931,4.8,6,,"lunes: 8:00–13:00, 18:00–22:30; martes: 8:00–13:00, 18:00–22:30; miércoles: 8:00–13:00, 18:00–22:30; jueves: 8:00–13:00, 18:00–22:30; viernes: 8:00–13:00, 18:00–22:30; sábado: 8:00–13:00, 18:00–22:30; domingo: Cerrado",@solvivoalmacen,,9380433100,5,,Google Places API,2026-05-29
New Garden,Tienda Holística / Sahumerios,"Av. Cabildo 3896, C1429 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-3436-9697,https://newgarden.com.ar/,https://maps.google.com/?cid=12269144861107226251,4.3,156,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 9:00–20:00; domingo: Cerrado,@newgarden,,0111534369697,8,,Google Places API,2026-05-29
Dietética Naturalmente Coco,Tienda Holística / Sahumerios,"Sarratea 925 bis, S2000 Rosario, Santa Fe, Argentina",Rosario,Santa Fe,0341 635-3901,https://pency.app/naturalmentecoco,https://maps.google.com/?cid=3650787797373960021,5,77,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: Cerrado; domingo: Cerrado,@dietticanaturalmente,,03416353901,8,,Google Places API,2026-05-29
Regionales Sabores Riojanos,Tienda Holística / Sahumerios,"9 de Julio, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 472-3145,,https://maps.google.com/?cid=17499250705090952382,5,10,,lunes: 8:30–22:30; martes: 8:30–22:30; miércoles: 8:30–22:30; jueves: 8:30–22:30; viernes: 8:30–22:30; sábado: 8:30–22:30; domingo: 8:30–22:30,@regionalessaboresrio,,03804723145,5,,Google Places API,2026-05-29
Jarilla Real Mercadito Saludable - Dietética Herboristería,Tienda Holística / Sahumerios,"Tirasso 1742, M5523 Guaymallén, Mendoza, Argentina",Guaymallén,Mendoza,0261 686-3650,,https://maps.google.com/?cid=12502952312695872895,5,37,,"lunes: 9:00–14:00, 16:30–20:30; martes: 9:00–14:00, 16:30–20:30; miércoles: 9:00–14:00, 16:30–20:30; jueves: 9:00–14:00, 16:30–20:30; viernes: 9:00–14:00, 16:30–20:30; sábado: 9:00–14:00, 16:30–20:30; domingo: Cerrado",@jarillarealmercadito,,02616863650,6,,Google Places API,2026-05-29
Colmenares Del Angel,Tienda Holística / Sahumerios,"barrio alborada, B6455 Carlos Tejedor, Provincia de Buenos Aires, Argentina",Carlos Tejedor,Provincia de Buenos Aires,,,https://maps.google.com/?cid=13320354350798636198,5,1,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@colmenaresdelangel,,,3,,Google Places API,2026-05-29
"Fruteria y Verduleria ""Los Abuelos""",Tienda Holística / Sahumerios,"99,F5300GYG, Av. Juan Domingo Perón Sur 1, F5300GYG La Rioja, Argentina",La Rioja,La Rioja,,https://www.facebook.com/profile.php?id=100011447694502,https://maps.google.com/?cid=14819734894685034275,4,493,,lunes: 7:00–23:00; martes: 7:00–23:00; miércoles: 7:00–23:00; jueves: 7:00–23:00; viernes: 7:00–23:00; sábado: 7:00–23:00; domingo: 8:00–13:00,@fruteriayverdulerial,,,6,,Google Places API,2026-05-29
Fresh Nutre,Tienda Holística / Sahumerios,"Av. Pelagio B. Luna 688, F5363 Chilecito, La Rioja, Argentina",Chilecito,La Rioja,03825 62-2323,,https://maps.google.com/?cid=7076887397410475062,4.9,16,,"lunes: 8:30–14:00, 17:00–24:00; martes: 0:00–22:30; miércoles: 8:30–14:00, 17:00–24:00; jueves: 8:00–14:00, 18:00–22:00; viernes: 8:00–14:00, 17:00–22:00; sábado: 10:00–13:30; domingo: Cerrado",@freshnutre,,03825622323,5,,Google Places API,2026-05-29
Abuelo Amado,Tienda Holística / Sahumerios,"La Rioja 2763, B7111 San Bernardo del Tuyú, Provincia de Buenos Aires, Argentina",San Bernardo del Tuyú,Provincia de Buenos Aires,0223 575-6263,http://www.facebook.com/abueloamado,https://maps.google.com/?cid=15071122897749732801,4.7,135,,"lunes: 9:30–14:00, 17:00–20:00; martes: 9:30–14:00, 17:00–20:00; miércoles: 9:30–14:00, 17:00–20:00; jueves: 9:30–14:00, 17:00–20:00; viernes: 9:30–14:00, 17:00–20:00; sábado: 9:30–14:00, 17:00–20:00; domingo: Cerrado",@abueloamado,,02235756263,8,,Google Places API,2026-05-29
La Carmencita Almacén Natural,Tienda Holística / Sahumerios,"Lacroze 5057, B1653 Villa Ballester, Provincia de Buenos Aires, Argentina",Villa Ballester,Provincia de Buenos Aires,011 2396-9623,,https://maps.google.com/?cid=5784953831468681661,4.8,25,,"lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 10:00–14:00, 17:00–20:00; domingo: Cerrado",@lacarmencitaalmacnna,,01123969623,6,,Google Places API,2026-05-29
Pensando en vos,Tienda Holística / Sahumerios,"Gral. Juan Lavalleja 380, B1714 Ituzaingó, Provincia de Buenos Aires, Argentina",Ituzaingó,Provincia de Buenos Aires,011 6724-6505,,https://maps.google.com/?cid=6596841249879336893,4.3,22,,"lunes: 17:00–20:00; martes: 9:30–13:00, 17:00–20:00; miércoles: 9:30–13:00, 17:00–20:00; jueves: 9:30–13:00, 17:00–20:00; viernes: 9:30–13:00, 17:00–20:00; sábado: 10:00–13:30, 17:00–20:00; domingo: 11:00–13:00",@pensandoenvos,,01167246505,6,,Google Places API,2026-05-29
Casa Berchia Autoservicio Mayorista,Tienda Holística / Sahumerios,"Vélez Sársfield 945, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 442-2080,http://www.casaberchia.com/,https://maps.google.com/?cid=8560033583929549653,4.3,1539,,"lunes: 8:00–12:30, 17:00–21:00; martes: 8:00–12:30, 17:00–21:00; miércoles: 8:00–12:30, 17:00–21:00; jueves: 8:00–12:30, 17:00–21:00; viernes: 8:00–12:30, 17:00–21:00; sábado: 8:00–12:30, 17:00–21:00; domingo: Cerrado",@casaberchiaautoservi,,03804422080,8,,Google Places API,2026-05-29
Había una vez,Tienda Holística / Sahumerios,"Jardín Norte, Dr. Nicolás Antonio Carbel, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 420-7247,http://www.habiauna-vez.com.ar/,https://maps.google.com/?cid=14920031943391710529,4.7,28,,"lunes: 10:00–14:00, 19:00–22:30; martes: 10:00–14:00, 19:00–22:30; miércoles: 10:00–14:00, 19:00–22:30; jueves: 10:00–14:00, 19:00–22:30; viernes: 10:00–14:00, 19:00–23:00; sábado: 10:00–15:00, 19:00–23:00; domingo: 10:30–14:30",@habaunavez,,03804207247,8,,Google Places API,2026-05-29
Cosecha Alegre,Tienda Holística / Sahumerios,"Facundo Quiroga N°75, F5360 Chilecito, La Rioja, Argentina",Chilecito,La Rioja,03825 67-7334,https://www.instagram.com/cosecha.alegre/,https://maps.google.com/?cid=8183459111645721753,,,,lunes: 18:00–22:00; martes: 15:00–21:00; miércoles: 15:00–21:00; jueves: 15:00–21:00; viernes: 15:00–21:00; sábado: 15:00–21:00; domingo: 9:00–12:00,@cosechaalegre,,03825677334,5,,Google Places API,2026-05-29
En el Almacen,Tienda Holística / Sahumerios,"Rene Favaloro y Algarrobo Blanco Barrio Faldeo del Velazco Sur, 5300 La Rioja, Argentina",La Rioja,La Rioja,,https://enelalmacen.com/,https://maps.google.com/?cid=18230771974014752604,,,,,@enelalmacen,,,3,,Google Places API,2026-05-29
Pepita y Grano - Dietetica,Tienda Holística / Sahumerios,"9 de Julio 842, F5310 Aimogasta, La Rioja, Argentina",Aimogasta,La Rioja,0380 438-4928,,https://maps.google.com/?cid=9374120958757505272,5,1,,"lunes: 9:00–13:00, 17:30–21:00; martes: 9:00–13:00, 17:30–21:00; miércoles: 9:00–13:00, 17:30–21:00; jueves: 9:00–13:00, 17:30–21:00; viernes: 9:00–13:00, 17:30–21:00; sábado: 9:00–13:00, 17:30–21:00; domingo: Cerrado",@pepitaygranodietetic,,03804384928,5,,Google Places API,2026-05-29
Dietética Caseros,Tienda Holística / Sahumerios,"Av. Caseros 2014, C1264AAN Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2511-9493,,https://maps.google.com/?cid=17557033650189331551,4.4,40,,lunes: 8:00–20:00; martes: 8:00–20:00; miércoles: 8:00–20:00; jueves: 8:00–20:00; viernes: 8:00–20:00; sábado: 10:00–14:00; domingo: Cerrado,@dietticacaseros,,01125119493,6,,Google Places API,2026-05-29
Semilla de Lino,Tienda Holística / Sahumerios,"Av. Ortiz de Ocampo 1236, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 15-456-3945,,https://maps.google.com/?cid=62421208099628056,,,,"lunes: 9:00–13:00, 18:00–22:00; martes: 9:00–13:00, 18:00–22:00; miércoles: 9:00–13:00, 18:00–22:00; jueves: 9:00–13:00, 18:00–22:00; viernes: 9:00–13:00, 18:00–22:00; sábado: 9:00–13:00, 18:00–22:00; domingo: Cerrado",@semilladelino,,0380154563945,3,,Google Places API,2026-05-29
Espacio Soho,Tienda Holística / Sahumerios,"C. Cotagaita Sur 616, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 415-5203,https://www.instagram.com/espaciosoholarioja/,https://maps.google.com/?cid=13959448503448638378,5,8,,lunes: 9:00–22:30; martes: 9:00–22:30; miércoles: 9:00–22:30; jueves: 9:00–22:30; viernes: 9:00–22:30; sábado: Cerrado; domingo: Cerrado,@espaciosoho,,03804155203,7,,Google Places API,2026-05-29
Shanti Yoga,Tienda Holística / Sahumerios,"Catamarca 40, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 468-0481,http://www.facebook.com/ShantiyogaLaRioja/,https://maps.google.com/?cid=16884527418334293077,5,1,,lunes: 9:00–23:00; martes: 9:00–23:00; miércoles: 9:00–23:00; jueves: 9:00–23:00; viernes: Cerrado; sábado: Cerrado; domingo: Cerrado,@shantiyoga,,03804680481,7,,Google Places API,2026-05-29
Espacio Runakay,Tienda Holística / Sahumerios,"Las Acacias 1775 Esq, C. Nogales, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 477-8282,,https://maps.google.com/?cid=15856398713273949536,5,1,,lunes: 15:00–20:00; martes: 15:00–20:00; miércoles: 15:00–20:00; jueves: 15:00–20:00; viernes: 15:00–20:00; sábado: 10:00–15:00; domingo: Cerrado,@espaciorunakay,,03804778282,5,,Google Places API,2026-05-29
Centro Holístico Yoga Huasi,Tienda Holística / Sahumerios,"Hipólito Yrigoyen 230, F5300 La Rioja, Argentina",La Rioja,La Rioja,,,https://maps.google.com/?cid=2094137991881407694,4.9,28,,,@centroholsticoyogahu,,,4,,Google Places API,2026-05-29
Instituto Armonización Andina,Tienda Holística / Sahumerios,"Dorrego 49, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 449-7345,,https://maps.google.com/?cid=7578094459949690421,,,,lunes: 8:00–22:00; martes: 9:00–22:00; miércoles: 8:00–22:00; jueves: 9:00–22:00; viernes: 8:00–22:00; sábado: Cerrado; domingo: Cerrado,@institutoarmonizacin,,03804497345,3,,Google Places API,2026-05-29
El Retorno Espacio De Yoga,Tienda Holística / Sahumerios,"Av. Ortiz de Ocampo 4150, Los Colorados, La Rioja, Argentina",Los Colorados,La Rioja,0380 15-450-4098,,https://maps.google.com/?cid=3236798404788114853,4.7,3,,"lunes: 18:00–21:00; martes: 19:30–21:00, 21:30–23:00; miércoles: 18:00–21:00; jueves: 19:30–21:00, 21:30–23:00; viernes: Cerrado; sábado: Cerrado; domingo: Cerrado",@elretornoespaciodeyo,,0380154504098,5,,Google Places API,2026-05-29
Salon De Yoga Terapéutico,Tienda Holística / Sahumerios,"Colombia 2329, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 461-3636,http://www.facebook.com/yoga.sandraborda,https://maps.google.com/?cid=13269920660453500169,4.7,13,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: Cerrado; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: Cerrado; domingo: Cerrado,@salondeyogateraputic,,03804613636,7,,Google Places API,2026-05-29
Alquimia,Tienda Holística / Sahumerios,"C. Núñez Del Prado Juan 3651, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 15-479-9775,,https://maps.google.com/?cid=4040943716986327989,4.8,4,,lunes: 9:00–21:00; martes: 9:00–21:00; miércoles: 9:00–21:00; jueves: 9:00–21:00; viernes: 9:00–21:00; sábado: Cerrado; domingo: Cerrado,@alquimia,,0380154799775,5,,Google Places API,2026-05-29
SALON LAKSHMI YOGA,Tienda Holística / Sahumerios,"Calle Dr. Juan Olsacher 1545, F5300 La Rioja, Argentina",La Rioja,La Rioja,0380 430-0186,,https://maps.google.com/?cid=10723083258728791096,5,1,,lunes: 10:00–11:00; martes: 20:00–21:00; miércoles: 10:00–11:00; jueves: 20:00–21:00; viernes: Cerrado; sábado: Cerrado; domingo: Cerrado,@salonlakshmiyoga,,03804300186,5,,Google Places API,2026-05-29
Ananta Yoga,Tienda Holística / Sahumerios,"Pje. Esquiu 454, F5302 La Rioja, Argentina",La Rioja,La Rioja,0380 432-4632,,https://maps.google.com/?cid=12865868714526776354,5,7,,,@anantayoga,,03804324632,5,,Google Places API,2026-05-29
Niyam Yoga,Tienda Holística / Sahumerios,"Julio Cortázar, La Rioja, Argentina",,La Rioja,0380 450-6282,http://facebook.com/yoganiyam,https://maps.google.com/?cid=6874851450767837177,4,1,,,@niyamyoga,,03804506282,7,,Google Places API,2026-05-29
Tienda Yoga Mat,Tienda Holística / Sahumerios,"Emilio Lamarca 327, B1640 Martínez, Provincia de Buenos Aires, Argentina",Martínez,Provincia de Buenos Aires,011 15-3698-5022,http://www.yogamat.com.ar/,https://maps.google.com/?cid=8007859353849648818,4.8,31,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 11:00–19:00; viernes: 10:00–17:00; sábado: 10:00–13:00; domingo: Cerrado,@tiendayogamat,,0111536985022,8,,Google Places API,2026-05-29
Tienda Dash,Tienda Holística / Sahumerios,"Av. Ortiz de Ocampo 1127, F5300 La Rioja, Argentina",La Rioja,La Rioja,011 5944-9582,https://www.dashdeportes.com.ar/,https://maps.google.com/?cid=567457081601343448,4.2,208,,lunes: 10:00–22:00; martes: 10:00–22:00; miércoles: 10:00–22:00; jueves: 10:00–22:00; viernes: 10:00–22:00; sábado: 10:00–22:00; domingo: Cerrado,@tiendadash,,01159449582,8,,Google Places API,2026-05-29
saktayoga,Tienda Holística / Sahumerios,"San Francisco 378, F5360 Chilecito, La Rioja, Argentina",Chilecito,La Rioja,,,https://maps.google.com/?cid=2910555546812022879,5,7,,lunes: 15:00–22:00; martes: 15:00–20:30; miércoles: 15:00–22:00; jueves: 15:00–20:30; viernes: 15:00–20:30; sábado: 10:00–11:00; domingo: Cerrado,@saktayoga,,,3,,Google Places API,2026-05-29
Jacaranda Esotérica y Naturista,Tienda Holística / Sahumerios,"Calle Chile, 25, 26002 Logroño, La Rioja, España",Logroño,La Rioja,643 69 29 12,https://jacarandaesoterica.es/,https://maps.google.com/?cid=16710213505564569327,4.6,22,,"lunes: 10:00–14:00, 17:00–20:30; martes: 10:00–14:00, 17:00–20:30; miércoles: 10:00–14:00, 17:00–20:30; jueves: 10:00–14:00, 17:00–20:30; viernes: 10:00–14:00, 17:00–20:30; sábado: 10:00–14:00; domingo: Cerrado",@jacarandaesotricayna,,643692912,8,,Google Places API,2026-05-29
"Aromas & Esencias ""FRIDA""",Tienda Holística / Sahumerios,"Túpac Amaru 150, F5300 La Rioja, Argentina",La Rioja,La Rioja,,,https://maps.google.com/?cid=2957283530237389642,,,,,@aromasesenciasfrida,,,1,,Google Places API,2026-05-29
"Aromas & Esencias ""FRIDA'",Tienda Holística / Sahumerios,"Patquia 227, F5300 La Rioja, Argentina",La Rioja,La Rioja,,,https://maps.google.com/?cid=4153682044886556406,,,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@aromasesenciasfrida,,,1,,Google Places API,2026-05-29
Yatras tienda holística,Tienda Holística / Sahumerios,"Av. Corrientes 2168, C1884 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3775-2091,https://yatras.com.ar/?fbclid=PAAabAmH8b6wKRkkLwkqtGEZZyLoNwkWs8Cx8bhRUhF74lM9rQpz0S0ftgJSI,https://maps.google.com/?cid=4914806078634132474,4.9,147,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–13:00; domingo: Cerrado,@yatrastiendaholstica,,01137752091,8,,Google Places API,2026-05-29
Cuatro Reinos Aromanza Exclusivo,Tienda Holística / Sahumerios,"Rioja 1373, M5500 Mendoza, Argentina",,Mendoza,0261 418-1751,http://www.aromanzaoficial.com.ar/,https://maps.google.com/?cid=16315647692389507143,,,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–14:00; domingo: Cerrado,@cuatroreinosaromanza,,02614181751,5,,Google Places API,2026-05-29
Velas Santa Cruz - Fabrica,Tienda Holística / Sahumerios,"Deán Funes 2801, X5000 Córdoba, Argentina",Córdoba,Córdoba,0351 489-6343,http://www.gruposantacruz.com.ar/,https://maps.google.com/?cid=925708912552840888,4.6,147,,lunes: 8:30–17:30; martes: 8:30–17:30; miércoles: 8:30–17:30; jueves: 8:30–17:30; viernes: 8:30–17:30; sábado: 9:30–13:00; domingo: Cerrado,@velassantacruzfabric,,03514896343,8,,Google Places API,2026-05-29
Casa Del Fuego - Tienda Holistica,Tienda Holística / Sahumerios,"Paso de los Andes 2066, M5501 Godoy Cruz, Mendoza, Argentina",Godoy Cruz,Mendoza,0261 563-9694,https://www.instagram.com/lacasadelfuegotienda/,https://maps.google.com/?cid=4979373484929694723,4.8,18,,"lunes: 10:00–13:00, 15:00–20:00; martes: 10:00–13:00, 15:00–20:00; miércoles: 10:00–13:00, 15:00–20:00; jueves: 10:00–13:00, 15:00–20:00; viernes: 10:00–13:00, 15:00–20:00; sábado: 22:00–24:00; domingo: 0:00–13:00",@casadelfuegotiendaho,,02615639694,7,,Google Places API,2026-05-29
Ritual Tienda Holística,Tienda Holística / Sahumerios,"Av. Eva Perón 1175, Z9011 Caleta Olivia, Santa Cruz, Argentina",Caleta Olivia,Santa Cruz,0297 452-4368,http://instagram.com/ritualtiendaholistica,https://maps.google.com/?cid=9213248590492551641,5,3,,"lunes: 10:00–13:00, 17:00–20:00; martes: 10:00–13:00, 17:00–20:00; miércoles: 10:00–13:00, 17:00–20:00; jueves: 10:00–13:00, 17:00–20:00; viernes: 10:00–13:00, 17:00–20:00; sábado: 17:00–20:00; domingo: Cerrado",@ritualtiendaholstica,,02974524368,7,,Google Places API,2026-05-29
La casa del fuego,Tienda Holística / Sahumerios,"Paso de los Andes 2066, M5501 Godoy Cruz, Mendoza, Argentina",Godoy Cruz,Mendoza,0261 563-9694,,https://maps.google.com/?cid=14480242090915910416,5,5,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Cerrado,@lacasadelfuego,,02615639694,5,,Google Places API,2026-05-29
La Botica Milagrosa Corrientes 2240,Tienda Holística / Sahumerios,"Av. Corrientes 2240, C1046AAN Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4953-0853,http://www.laboticamilagrosa.com.ar/,https://maps.google.com/?cid=772799162718147933,4.6,817,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–18:00; domingo: Cerrado,@laboticamilagrosacor,,01149530853,8,,Google Places API,2026-05-29
La Botica Milagrosa Morón,Tienda Holística / Sahumerios,"Belgrano 57, B1704IFA Morón, Provincia de Buenos Aires, Argentina",Morón,Provincia de Buenos Aires,011 4489-3438,http://www.laboticamilagrosa.com.ar/,https://maps.google.com/?cid=3330961226789251555,4.7,321,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–18:00; domingo: Cerrado,@laboticamilagrosamor,,01144893438,8,,Google Places API,2026-05-29
Fenix Regalería & Holìstica,Tienda Holística / Sahumerios,"L6302BIP BIP Santa Rosa AR, Raul B. Diaz 245, L6302 Santa Rosa, La Pampa, Argentina",Santa Rosa,La Pampa,02954 70-4166,https://www.fenixregaleriayholistica.com.ar/,https://maps.google.com/?cid=8127272797163812616,4.8,206,,"lunes: 9:00–12:30, 17:00–20:00; martes: 9:00–12:30, 17:00–20:00; miércoles: 9:00–12:30, 17:00–20:00; jueves: 9:00–12:30, 17:00–20:00; viernes: 9:00–12:30, 17:00–20:00; sábado: 10:00–13:00, 17:00–20:00; domingo: Cerrado",@fenixregaleraholstic,,02954704166,8,,Google Places API,2026-05-29
La Botica Milagrosa Rivadavia 2651,Tienda Holística / Sahumerios,"Av. Rivadavia 2651, C1034 ACF, Cdad. Autónoma de Buenos Aires, Argentina",ACF,Ciudad Autónoma de Buenos Aires,011 4951-2020,http://www.laboticamilagrosa.com.ar/,https://maps.google.com/?cid=18065971071057608373,4.3,522,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–18:00; domingo: Cerrado,@laboticamilagrosariv,,01149512020,8,,Google Places API,2026-05-29
Holística y Regalería AMOR Y PAZ,Tienda Holística / Sahumerios,"San Martín, Catamarca esquina, X5166 Cosquín, Córdoba, Argentina",Cosquín,Córdoba,0351 200-6204,,https://maps.google.com/?cid=4733643365711852884,4.5,59,,lunes: 9:00–21:00; martes: 9:00–21:00; miércoles: 9:00–21:00; jueves: 9:00–21:00; viernes: 9:00–23:00; sábado: 9:00–23:00; domingo: 9:00–23:00,@holsticayregaleraamo,,03512006204,6,,Google Places API,2026-05-29
Mandrágora Holistico,Tienda Holística / Sahumerios,"Sta Fe 945 / ex 1145, X5000 Córdoba, Argentina",Córdoba,Córdoba,0351 15-511-8499,,https://maps.google.com/?cid=9846727276675146423,5,6,,"lunes: 10:00–13:30, 16:30–20:30; martes: 10:00–13:30, 16:30–20:30; miércoles: 10:00–13:30, 16:30–20:30; jueves: 10:00–13:30, 16:30–20:30; viernes: 10:00–13:30, 16:30–20:30; sábado: 10:00–14:00; domingo: Cerrado",@mandrgoraholistico,,0351155118499,5,,Google Places API,2026-05-29
Hunab-Kú,Tienda Holística / Sahumerios,"Galería Rawigo, San Martín 2047 Local 2, S3000FRS Santa Fe de la Vera Cruz, Santa Fe, Argentina",Santa Fe de la Vera Cruz,Santa Fe,0342 412-9104,,https://maps.google.com/?cid=5042557929154145673,4.9,29,,,@hunabk,,03424129104,6,,Google Places API,2026-05-29
Tienda Holistica,Tienda Holística / Sahumerios,"Villa Lola, A4408 Salta, Argentina",Salta,Salta,0387 466-1702,,https://maps.google.com/?cid=12474074562847583686,,,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Cerrado,@tiendaholistica,,03874661702,3,,Google Places API,2026-05-29
Miracle Tienda Mágica y Santería,Tienda Holística / Sahumerios,"Blvd. San Juan 859 Local C, X5000 Córdoba, Argentina",Córdoba,Córdoba,0351 609-6013,,https://maps.google.com/?cid=12784184302547620459,5,25,,"lunes: 11:00–14:00, 17:00–20:00; martes: 11:00–14:00, 17:00–20:00; miércoles: 11:00–14:00, 17:00–20:00; jueves: 11:00–14:00, 17:00–20:00; viernes: 11:00–14:00, 17:00–20:00; sábado: 11:00–14:30; domingo: Cerrado",@miracletiendamgicays,,03516096013,6,,Google Places API,2026-05-29
Tienda Holística,Tienda Holística / Sahumerios,"Rivera Indarte 160, X5000 Córdoba, Argentina",Córdoba,Córdoba,0351 665-2204,,https://maps.google.com/?cid=4371181245548099799,1,1,,lunes: 9:01–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 9:00–20:00; domingo: Cerrado,@tiendaholstica,,03516652204,3,,Google Places API,2026-05-29
kalmazen tienda holistica ONLINE,Tienda Holística / Sahumerios,"Av. Olazábal 5219, C1431 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,5808-2390,http://www.kalmazen.com/,https://maps.google.com/?cid=13582871925841199521,3.8,4,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–20:00; domingo: Cerrado,@kalmazentiendaholist,,58082390,5,,Google Places API,2026-05-29
Santeria El Angel,Tienda Holística / Sahumerios,"Zapiola 793, Z9400 Río Gallegos, Santa Cruz, Argentina",Río Gallegos,Santa Cruz,,,https://maps.google.com/?cid=13723566107881522262,4.6,17,,,@santeriaelangel,,,3,,Google Places API,2026-05-29
Santeria San Cayetano,Tienda Holística / Sahumerios,"Zapiola 358, Z9400BCH Río Gallegos, Santa Cruz, Argentina",Río Gallegos,Santa Cruz,,,https://maps.google.com/?cid=7363942590256700944,4.6,14,,"lunes: 9:30–12:30, 15:00–19:45; martes: 9:30–12:30, 15:00–19:45; miércoles: 9:30–12:30, 15:00–19:45; jueves: 9:30–12:30, 15:00–19:45; viernes: 9:30–12:30, 15:00–19:45; sábado: 10:00–13:00, 17:00–20:00; domingo: Cerrado",@santeriasancayetano,,,3,,Google Places API,2026-05-29
Santeria regaleria Lakshmi,Tienda Holística / Sahumerios,"Zapiola 783, Z9400 Río Gallegos, Santa Cruz, Argentina",Río Gallegos,Santa Cruz,02966 21-0231,,https://maps.google.com/?cid=14000247322581364814,,,,,@santeriaregalerialak,,02966210231,3,,Google Places API,2026-05-29
Santería Belén,Tienda Holística / Sahumerios,"Sarmiento 121, Centro, X5000EYC Córdoba, Argentina",Córdoba,Córdoba,0351 370-8135,http://www.santeriacordoba.com.ar/,https://maps.google.com/?cid=8277693099311915703,4.6,276,,lunes: 9:00–17:30; martes: 9:00–17:30; miércoles: 9:00–17:30; jueves: 9:00–17:30; viernes: 9:00–17:30; sábado: 9:00–13:00; domingo: Cerrado,@santerabeln,,03513708135,8,,Google Places API,2026-05-29
