empresa,rubro,direccion,ciudad,provincia,telefono,website,google_maps_url,rating,reviews_count,price_level,horarios,instagram,email,whatsapp,score_ia,observaciones,fuente,fecha_extraccion
Fitnesas - Sucursal Palermo,Yoga / Meditación,"Bulnes 2026, C1425 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2405-0426,https://fitnesas.com.ar/,https://maps.google.com/?cid=6335951289529596317,4.6,114,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: 9:00–17:00; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: 10:30–14:30; domingo: Cerrado,@fitnesassucursalpale,,01124050426,8,,Google Places API,2026-05-29
DeporAr,Yoga / Meditación,"Terrada 2739, C1417 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4502-9523,http://www.deporar.com.ar/,https://maps.google.com/?cid=11636013782855969124,4.7,847,,lunes: 10:00–16:30; martes: 10:00–16:30; miércoles: 10:00–16:30; jueves: 10:00–16:30; viernes: 10:00–16:30; sábado: 10:00–13:00; domingo: Cerrado,@deporar,,01145029523,8,,Google Places API,2026-05-29
Yoga con Elementos,Yoga / Meditación,"Tres Arroyos, Boyacá Y, C1416DDE Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,,http://www.yoga-elementos.com.ar/,https://maps.google.com/?cid=10703531071230823130,5,65,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Cerrado,@yogaconelementos,,,6,,Google Places API,2026-05-29
Fitness Show,Yoga / Meditación,"Av. Sta. Fe 4901, C1425BHL Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4511-4500,http://www.fitness-show.com.ar/,https://maps.google.com/?cid=6034738097942184175,4.1,111,,lunes: 9:30–20:00; martes: 9:30–20:00; miércoles: 9:30–20:00; jueves: 9:30–20:00; viernes: 9:30–20:00; sábado: 9:00–13:00; domingo: Cerrado,@fitnessshow,,01145114500,8,,Google Places API,2026-05-29
Deportivo Y Marcial,Yoga / Meditación,"Av. Ángel Gallardo 173, C1405 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4857-1409,http://www.deportivoymarcial.com.ar/,https://maps.google.com/?cid=5414111112463643509,4.1,578,,lunes: 9:30–20:00; martes: 9:30–20:00; miércoles: 9:30–20:00; jueves: 9:30–20:00; viernes: 9:30–20:00; sábado: 9:30–13:00; domingo: Cerrado,@deportivoymarcial,,01148571409,8,,Google Places API,2026-05-29
Shade Sport,Yoga / Meditación,"Av. Avellaneda 3373, C1407 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6509-3881,,https://maps.google.com/?cid=13109485787683295861,5,11303,,lunes: 8:00–17:00; martes: 8:00–17:00; miércoles: 8:00–17:00; jueves: 8:00–17:00; viernes: 8:00–17:00; sábado: 8:00–14:00; domingo: Cerrado,@shadesport,,01165093881,6,,Google Places API,2026-05-29
Setu Yoga,Yoga / Meditación,"Calle del Caminante 20, B1670 Tigre, Provincia de Buenos Aires, Argentina",Tigre,Provincia de Buenos Aires,011 6600-3711,,https://maps.google.com/?cid=8180628145884275057,5,7,,lunes: 14:30–18:00; martes: 14:00–18:00; miércoles: 14:30–18:00; jueves: 14:00–18:00; viernes: 10:30–14:00; sábado: 10:00–14:00; domingo: Cerrado,@setuyoga,,01166003711,5,,Google Places API,2026-05-29
HFitness,Yoga / Meditación,"Av. S. Martín 5797, C1417 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4788-3842,http://www.hfitness.com.ar/,https://maps.google.com/?cid=3982793545171366719,4.8,575,,"lunes: 10:00–13:00, 14:00–19:00; martes: 10:00–13:00, 14:00–19:00; miércoles: 10:00–13:00, 14:00–19:00; jueves: 10:00–13:00, 14:00–19:00; viernes: 10:00–13:00, 14:00–19:00; sábado: 10:00–14:00; domingo: Cerrado",@hfitness,,01147883842,8,,Google Places API,2026-05-29
Equilibrar Yoga para Todos,Yoga / Meditación,"Av. Corrientes 6477, C1427 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2188-9532,http://www.facebook.com/equilibrarclasesdeyoga,https://maps.google.com/?cid=3418108940317381867,5,56,,lunes: 8:00–21:00; martes: 8:00–21:00; miércoles: 8:00–21:00; jueves: 8:00–21:00; viernes: 8:00–21:00; sábado: 8:00–12:00; domingo: Cerrado,@equilibraryogaparato,,01121889532,8,,Google Places API,2026-05-29
ZEN Artes Marciales,Yoga / Meditación,"Marcos Sastre 5315, C1408 BAA, Cdad. Autónoma de Buenos Aires, Argentina",BAA,Ciudad Autónoma de Buenos Aires,011 3313-6960,https://zenmarcial.mercadoshops.com.ar/,https://maps.google.com/?cid=10737039571360498653,4.8,187,,lunes: 10:00–17:00; martes: 10:00–17:00; miércoles: 10:00–17:00; jueves: 10:00–17:00; viernes: 10:00–17:00; sábado: Cerrado; domingo: Cerrado,@zenartesmarciales,,01133136960,8,,Google Places API,2026-05-29
Efecto Fitness,Yoga / Meditación,"Tucumán 1761, C1050AAI Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2204-9974,,https://maps.google.com/?cid=11626856238945243231,3.6,5,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: Cerrado; domingo: Cerrado,@efectofitness,,01122049974,3,,Google Places API,2026-05-29
Full Mak,Yoga / Meditación,"José A. Cabrera 3784, C1186 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4719-2275,http://www.fullmakargentina.com/,https://maps.google.com/?cid=6420082845563543643,4.6,30,,lunes: 9:30–17:30; martes: 9:30–17:30; miércoles: 9:30–17:30; jueves: 9:30–17:30; viernes: 9:30–17:30; sábado: Cerrado; domingo: Cerrado,@fullmak,,01147192275,8,,Google Places API,2026-05-29
Espacio H - Yoga & Té,Yoga / Meditación,"Honduras 4866, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6464-4977,https://www.instagram.com/honduras.4866,https://maps.google.com/?cid=15399714393355416831,5,25,,,@espaciohyogat,,01164644977,8,,Google Places API,2026-05-29
GFITNESS,Yoga / Meditación,"Venezuela 3120, C1429 Villa Martelli, Cdad. Autónoma de Buenos Aires, Argentina",Villa Martelli,Ciudad Autónoma de Buenos Aires,011 5469-9221,https://tienda.gfitness.com.ar/,https://maps.google.com/?cid=4434265630972051144,4.2,246,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: Cerrado; jueves: 9:00–18:00; viernes: Cerrado; sábado: Cerrado; domingo: Cerrado,@gfitness,,01154699221,8,,Google Places API,2026-05-29
Fitpoint,Yoga / Meditación,"Av. Francisco Beiró 3944, C1419HZO Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4505-2100,https://fitpoint.com.ar/,https://maps.google.com/?cid=9585476291659423178,4.4,234,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 10:00–14:00; domingo: Cerrado,@fitpoint,,01145052100,8,,Google Places API,2026-05-29
PH Calma Yoga & Meditación,Yoga / Meditación,"Velasco 1100, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,,https://instagram.com/ph_calma?igshid=MjljNjAzYmU=,https://maps.google.com/?cid=8298031473474237731,4.9,26,,lunes: 9:00–20:00; martes: 9:00–20:30; miércoles: 9:00–20:00; jueves: 18:00–20:30; viernes: 8:00–21:00; sábado: 9:00–20:00; domingo: Cerrado,@phcalmayogameditacin,,,6,,Google Places API,2026-05-29
Biofitness,Yoga / Meditación,"BYT, De los Derechos Humanos 702, B1707 Villa Sarmiento, Provincia de Buenos Aires, Argentina",Villa Sarmiento,Provincia de Buenos Aires,011 3946-3036,http://www.biofitness.com.ar/,https://maps.google.com/?cid=17705597294140192005,3.9,53,,lunes: 10:00–16:00; martes: 10:00–16:00; miércoles: 10:00–16:00; jueves: 10:00–16:00; viernes: 10:00–16:00; sábado: 9:30–13:00; domingo: Cerrado,@biofitness,,01139463036,6,,Google Places API,2026-05-29
Deportes Once,Yoga / Meditación,"Tte. Gral. Juan Domingo Perón 2571, C1040 AAO, Cdad. Autónoma de Buenos Aires, Argentina",AAO,Ciudad Autónoma de Buenos Aires,011 4952-5882,https://www.deportesonce.com.ar/,https://maps.google.com/?cid=13439120524185845837,4.1,419,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: Cerrado; domingo: Cerrado,@deportesonce,,01149525882,8,,Google Places API,2026-05-29
Naturaleza yoga,Yoga / Meditación,"Tucumán 2200, C1051 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6510-4442,https://www.facebook.com/Naturaleza-Yoga-208827632488909,https://maps.google.com/?cid=5863524762599876260,5,9,,lunes: 8:30–20:30; martes: 8:30–20:30; miércoles: 8:30–20:30; jueves: 8:30–20:30; viernes: 8:30–20:30; sábado: 8:30–11:00; domingo: Cerrado,@naturalezayoga,,01165104442,7,,Google Places API,2026-05-29
Asociación Mindfulness Argentina,Yoga / Meditación,"Quesada 2260, C1428 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5491-3443,https://www.asociacionmindfulness.com.ar/,https://maps.google.com/?cid=9335813108532164429,4.9,218,,lunes: 8:30–20:30; martes: 8:30–20:30; miércoles: 8:30–20:30; jueves: 8:30–20:30; viernes: 8:30–20:30; sábado: 8:30–18:30; domingo: Cerrado,@asociacinmindfulness,,01154913443,8,,Google Places API,2026-05-29
Shakti home,Yoga / Meditación,"Ituzaingó 1259, B1824 Lanús, Provincia de Buenos Aires, Argentina",Lanús,Provincia de Buenos Aires,011 3678-2910,https://shaktihome.com.ar/,https://maps.google.com/?cid=8732785241656389365,5,1256,,lunes: 10:30–19:30; martes: 10:30–19:30; miércoles: 10:30–19:30; jueves: 10:30–19:30; viernes: 10:30–19:30; sábado: 10:30–19:30; domingo: Cerrado,@shaktihome,,01136782910,8,,Google Places API,2026-05-29
Meditación Caballito,Yoga / Meditación,"Franklin 1284, C1405DER Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5059-5973,http://www.meditacionargentina.com/,https://maps.google.com/?cid=12769739352888235558,4.9,199,,"lunes: 9:00–11:00, 14:00–21:00; martes: 9:00–11:00, 14:00–21:00; miércoles: 9:00–11:00, 14:00–21:00; jueves: 9:00–11:00, 14:00–21:00; viernes: 9:00–11:00, 14:00–21:00; sábado: 11:00–17:00; domingo: Cerrado",@meditacincaballito,,01150595973,8,,Google Places API,2026-05-29
Meditación Colegiales,Yoga / Meditación,"Zapiola 1212, C1426ATZ Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3002-5118,https://meditacionargentina.com/,https://maps.google.com/?cid=4503357779653689849,4.9,65,,lunes: 9:00–21:00; martes: 9:00–21:00; miércoles: 9:00–21:00; jueves: 9:00–21:00; viernes: 9:00–21:00; sábado: 9:00–21:00; domingo: 20:00–21:00,@meditacincolegiales,,01130025118,8,,Google Places API,2026-05-29
Centro de Meditación Kadampa Argentina,Yoga / Meditación,"Serrano 1316, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6149-5976,http://www.meditarenargentina.org/,https://maps.google.com/?cid=1518944796207027682,4.7,189,,lunes: Cerrado; martes: 17:00–20:00; miércoles: 17:00–20:00; jueves: 17:00–20:00; viernes: 17:00–20:00; sábado: 17:00–20:00; domingo: 10:00–13:00,@centrodemeditacinkad,,01161495976,8,,Google Places API,2026-05-29
Vibroacustica - Sonidos Conscientes,Yoga / Meditación,"Maure 3729, C1427 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2831-0891,https://tienda.vibroacustica.com.ar/,https://maps.google.com/?cid=12551522558747944135,4.9,58,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: Cerrado; domingo: Cerrado,@vibroacusticasonidos,,01128310891,8,,Google Places API,2026-05-29
Asociacion Argentina de Meditacion Trascendental,Yoga / Meditación,"Av. Corrientes 848, C1043 AAV, Cdad. Autónoma de Buenos Aires, Argentina",AAV,Ciudad Autónoma de Buenos Aires,011 4393-1552,http://www.mt.org.ar/,https://maps.google.com/?cid=1952581574896244689,5,6,,,@asociacionargentinad,,01143931552,7,,Google Places API,2026-05-29
Dhamma Sukhada,Yoga / Meditación,"Camino 10 de Noviembre, Coronel Brandsen, Provincia de Buenos Aires, Argentina",Coronel Brandsen,Provincia de Buenos Aires,,http://ar.dhamma.org/,https://maps.google.com/?cid=15178640288576887719,4.9,238,,,@dhammasukhada,,,6,,Google Places API,2026-05-29
Sándala tienda holistica,Yoga / Meditación,"Cuenca 3312, C1417 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2739-3320,,https://maps.google.com/?cid=8251031457262892784,4.8,58,,"lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:30–14:00, 15:00–20:00; domingo: Cerrado",@sndalatiendaholistic,,01127393320,6,,Google Places API,2026-05-29
Tibet Buda House,Yoga / Meditación,"E.C. Villegas 1578, B1650 San Martín, Provincia de Buenos Aires, Argentina",San Martín,Provincia de Buenos Aires,011 6825-1133,http://www.tibetbudahouse.com/,https://maps.google.com/?cid=15801912981671319151,4.9,18,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–15:00; domingo: Cerrado,@tibetbudahouse,,01168251133,7,,Google Places API,2026-05-29
Casa Armonía - Sound Healing,Yoga / Meditación,"Costa Rica 5647, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2859-1754,http://www.linktr.ee/casa.armonia,https://maps.google.com/?cid=15035211270113642153,5,48,,,@casaarmonasoundheali,,01128591754,8,,Google Places API,2026-05-29
Shambala,Yoga / Meditación,"Montevideo 275, M5500 Mendoza, Argentina",,Mendoza,0261 390-5924,http://www.shambala.com.ar/,https://maps.google.com/?cid=5612854668408041099,4.7,192,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 10:00–13:00; domingo: Cerrado,@shambala,,02613905924,8,,Google Places API,2026-05-29
Ashram Luján - Caminos Al Infinito - Sikh Dharma - Kundalini Yoga y Meditación - Retiros - Constelaciones con Caballos,Yoga / Meditación,"B6700APV Luján, Provincia de Buenos Aires, Argentina",Luján,Provincia de Buenos Aires,011 3288-2528,http://www.caminosalinfinito.com.ar/,https://maps.google.com/?cid=18006492011680674306,4.9,56,,lunes: Cerrado; martes: 18:00–19:30; miércoles: Cerrado; jueves: 8:30–10:00; viernes: Cerrado; sábado: Cerrado; domingo: Cerrado,@ashramlujncaminosali,,01132882528,8,,Google Places API,2026-05-29
Meditar en Zona Norte,Yoga / Meditación,"Agustín Álvarez 1691, B1602EBC Florida, Provincia de Buenos Aires, Argentina",Florida,Provincia de Buenos Aires,011 15-6663-3921,https://meditarenzonanorte.org/#!/-todos-son-bienvenidos/,https://maps.google.com/?cid=10078709750933043591,5,9,,,@meditarenzonanorte,,0111566633921,7,,Google Places API,2026-05-29
Talismania Esotérica (acordar cita previa),Yoga / Meditación,"Rojas 6, C1405 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2539-1514,http://www.talismania.com.ar/,https://maps.google.com/?cid=12056102182673793185,5,97,,lunes: 14:00–19:00; martes: 14:00–19:00; miércoles: 14:00–19:00; jueves: 14:00–19:00; viernes: 14:00–19:00; sábado: Cerrado; domingo: Cerrado,@talismaniaesotricaac,,01125391514,8,,Google Places API,2026-05-29
Conciencia solar,Yoga / Meditación,"Bartolomé Mitre 44, B1704 Ramos Mejía, Provincia de Buenos Aires, Argentina",Ramos Mejía,Provincia de Buenos Aires,011 5048-2226,https://www.instagram.com/concienciasolar/,https://maps.google.com/?cid=10433490283506231460,4.5,44,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–20:00; domingo: Cerrado,@concienciasolar,,01150482226,8,,Google Places API,2026-05-29
Editorial Hastinapura,Yoga / Meditación,"Riobamba 1018, C1116 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4811-9342,https://www.hastinapuralibros.com.ar/,https://maps.google.com/?cid=16615180390719155018,4.7,107,,lunes: 10:00–21:00; martes: 10:00–21:00; miércoles: 10:00–21:00; jueves: 10:00–21:00; viernes: 10:00–21:00; sábado: 10:00–21:00; domingo: Cerrado,@editorialhastinapura,,01148119342,8,,Google Places API,2026-05-29
Tienda y Espacio Holistico by Maria Fernanda,Yoga / Meditación,"Agüero 1211, C1708 Morón, Cdad. Autónoma de Buenos Aires, Argentina",Morón,Ciudad Autónoma de Buenos Aires,011 3814-0972,https://www.instagram.com/tienda_holistica_natural,https://maps.google.com/?cid=16356433391615009563,4.4,7,,lunes: Cerrado; martes: 9:30–13:30; miércoles: 9:30–13:30; jueves: 9:30–13:30; viernes: 9:30–13:30; sábado: 9:30–13:30; domingo: Cerrado,@tiendayespacioholist,,01138140972,7,,Google Places API,2026-05-29
Sabach meditación,Yoga / Meditación,"Chile 1817, Mendoza ciudad, M5500 Centro, Mendoza, Argentina",Centro,Mendoza,0261 641-6914,https://www.instagram.com/sabach.meditacion/,https://maps.google.com/?cid=16907778201880630290,4.6,11,,lunes: 8:00–20:00; martes: 8:00–20:00; miércoles: 8:00–20:00; jueves: 8:00–20:00; viernes: 8:00–20:00; sábado: 8:00–20:00; domingo: Cerrado,@sabachmeditacin,,02616416914,7,,Google Places API,2026-05-29
"Amaranta Tienda Mistica "" Regalos para el Alma"" primer tienda mística del país",Yoga / Meditación,"Del Valle Iberlucea 3014 entre 25 de mayo, Carlos Gardel y, B1824 Lanús, Provincia de Buenos Aires, Argentina",Lanús,Provincia de Buenos Aires,011 4225-9547,https://www.amarantalab.app/%20%20https://www.instagram.com/amarantamisticatienda/,https://maps.google.com/?cid=3343094177970769913,4.8,160,,lunes: 10:30–20:00; martes: 10:30–20:00; miércoles: 10:30–20:00; jueves: 10:30–20:00; viernes: 10:30–20:00; sábado: 10:30–20:00; domingo: Cerrado,@amarantatiendamistic,,01142259547,8,,Google Places API,2026-05-29
Dharma esencial,Yoga / Meditación,"Av. S. Martín 2232, C1416 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,7501-2095,,https://maps.google.com/?cid=14905331617643595948,4,69,,"lunes: 10:30–14:00, 16:30–19:00; martes: 10:30–14:00, 16:30–19:00; miércoles: 10:30–14:00, 16:30–19:00; jueves: 10:30–14:00, 16:30–19:00; viernes: 10:30–14:00, 16:30–19:00; sábado: 10:30–19:00; domingo: Cerrado",@dharmaesencial,,75012095,6,,Google Places API,2026-05-29
Tienda Babicka,Yoga / Meditación,"Espora 97, B1704 Ramos Mejía, Provincia de Buenos Aires, Argentina",Ramos Mejía,Provincia de Buenos Aires,011 4916-7213,,https://maps.google.com/?cid=14539815336743468699,5,48,,"lunes: 11:00–14:00, 17:00–20:00; martes: 11:00–14:00, 17:00–20:00; miércoles: 11:00–14:00, 17:00–20:00; jueves: 11:00–14:00, 17:00–20:00; viernes: 11:00–14:00, 17:00–20:00; sábado: 11:00–14:00, 17:00–20:00; domingo: Cerrado",@tiendababicka,,01149167213,6,,Google Places API,2026-05-29
Centro de Meditación Tashi Delek,Yoga / Meditación,"Terrada 766 dto. 2, B8000 Bahía Blanca, Provincia de Buenos Aires, Argentina",Bahía Blanca,Provincia de Buenos Aires,0291 446-1187,https://www.meditacionenbahiablanca.com.ar/,https://maps.google.com/?cid=892627987936656165,5,11,,lunes: 14:30–16:00; martes: Cerrado; miércoles: 19:00–20:30; jueves: Cerrado; viernes: Cerrado; sábado: 15:00–17:00; domingo: Cerrado,@centrodemeditacintas,,02914461187,7,,Google Places API,2026-05-29
Meditación Argentina,Yoga / Meditación,"Franklin 1284, Zapiola 1212, C1426 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-6900-0237,https://www.meditacionargentina.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2312360013448123334,https://maps.google.com/?cid=2863770834256394483,,,,,@meditacinargentina,,0111569000237,5,,Google Places API,2026-05-29
Continúa - Tienda Holística,Yoga / Meditación,"Golfers 2987, esquina San Antonio de Areco, B1667 Manuel Alberti, Provincia de Buenos Aires, Argentina",Manuel Alberti,Provincia de Buenos Aires,011 3310-5984,https://www.instagram.com/continua.tiendaholistica?igsh=dTIzMmhjc2k5anY1,https://maps.google.com/?cid=13344248861199981536,5,17,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 10:00–14:00; domingo: Cerrado,@continatiendaholstic,,01133105984,7,,Google Places API,2026-05-29
Mindfulness de la Música,Yoga / Meditación,"Cdad. de la Paz 2100, C1428 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3386-3311,https://www.lilianaiciksonas.com/,https://maps.google.com/?cid=13507184180582977415,5,5,,,@mindfulnessdelamsica,,01133863311,7,,Google Places API,2026-05-29
Ananda Tienda Hindu,Yoga / Meditación,"Montes de Oca 2374, B1712BYH Castelar, Provincia de Buenos Aires, Argentina",Castelar,Provincia de Buenos Aires,011 3082-1550,http://www.instragram.com/anandatienda/,https://maps.google.com/?cid=5730729629350435718,4.9,47,,"lunes: 10:30–14:00, 16:30–19:30; martes: 10:30–14:00, 16:30–19:30; miércoles: 10:30–14:00, 16:30–19:30; jueves: 10:30–14:00, 16:30–19:30; viernes: 10:30–14:00, 16:30–19:30; sábado: 10:30–19:30; domingo: Cerrado",@anandatiendahindu,,01130821550,8,,Google Places API,2026-05-29
Naranjo - Mimos para el alma...,Yoga / Meditación,"Paunero 1134, B1663 San Miguel, Provincia de Buenos Aires, Argentina",San Miguel,Provincia de Buenos Aires,011 4702-3946,https://www.tiendanaranjo.com.ar/,https://maps.google.com/?cid=17026245380018209325,4.9,216,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 9:00–20:00; domingo: Cerrado,@naranjomimosparaelal,,01147023946,8,,Google Places API,2026-05-29
Tienda Holística Somos Vibrah,Yoga / Meditación,"Domingo Faustino Sarmiento 1675, B1663EDM San Miguel, Provincia de Buenos Aires, Argentina",San Miguel,Provincia de Buenos Aires,011 3580-4829,https://somosvibrah.mitiendanube.com/,https://maps.google.com/?cid=9902881660739392416,5,162,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 9:00–15:00; domingo: Cerrado,@tiendaholsticasomosv,,01135804829,8,,Google Places API,2026-05-29
Abrete Corazon Tienda y Centro Holístico,Yoga / Meditación,"Paunero 1448, B1663GJG Buenos Aires, Provincia de Buenos Aires, Argentina",Buenos Aires,Provincia de Buenos Aires,011 2582-8388,https://www.abretecorazon.com.ar/,https://maps.google.com/?cid=18200345085134439108,4.8,59,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–20:00; domingo: Cerrado,@abretecorazontienday,,01125828388,8,,Google Places API,2026-05-29
La casa del fuego,Yoga / Meditación,"Paso de los Andes 2066, M5501 Godoy Cruz, Mendoza, Argentina",Godoy Cruz,Mendoza,0261 563-9694,,https://maps.google.com/?cid=14480242090915910416,5,5,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Cerrado,@lacasadelfuego,,02615639694,5,,Google Places API,2026-05-29
Fenix Regalería & Holìstica,Yoga / Meditación,"L6302BIP BIP Santa Rosa AR, Raul B. Diaz 245, L6302 Santa Rosa, La Pampa, Argentina",Santa Rosa,La Pampa,02954 70-4166,https://www.fenixregaleriayholistica.com.ar/,https://maps.google.com/?cid=8127272797163812616,4.8,206,,"lunes: 9:00–12:30, 17:00–20:00; martes: 9:00–12:30, 17:00–20:00; miércoles: 9:00–12:30, 17:00–20:00; jueves: 9:00–12:30, 17:00–20:00; viernes: 9:00–12:30, 17:00–20:00; sábado: 10:00–13:00, 17:00–20:00; domingo: Cerrado",@fenixregaleraholstic,,02954704166,8,,Google Places API,2026-05-29
Aurora Reborn Argentina,Yoga / Meditación,"Guatemala 9095, B1657 Loma Hermosa, Provincia de Buenos Aires, Argentina",Loma Hermosa,Provincia de Buenos Aires,011 6981-0635,,https://maps.google.com/?cid=13449433524378006890,3,4,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 10:00–18:00; domingo: Cerrado,@aurorarebornargentin,,01169810635,3,,Google Places API,2026-05-29
"FLOW HAPPINESS YOGA, MEDITACIÓN & MASAJE SONORO (Palermo, Online y Tigre centro)",Yoga / Meditación,"Fitz Roy, Av. Sta. Fe Y, 1426 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3341-6017,https://flowhappiness.tiendup.com/,https://maps.google.com/?cid=528753696792846432,5,36,,lunes: 9:00–19:00; martes: 15:00–21:00; miércoles: 8:00–19:00; jueves: 16:30–20:30; viernes: 9:00–19:00; sábado: Cerrado; domingo: Cerrado,@flowhappinessyogamed,,01133416017,8,,Google Places API,2026-05-29
Santeria iemanja Tandil,Yoga / Meditación,"Quintana 810, B7001IRR Tandil, Provincia de Buenos Aires, Argentina",Tandil,Provincia de Buenos Aires,0249 448-7219,,https://maps.google.com/?cid=4763004673572075148,4.8,72,,"lunes: 9:30–12:30, 16:30–20:30; martes: 9:30–12:30, 16:30–20:30; miércoles: 9:30–12:30, 16:30–20:30; jueves: 9:30–12:30, 16:30–20:30; viernes: 9:30–12:30, 16:30–20:30; sábado: 9:30–12:30, 16:30–20:30; domingo: Cerrado",@santeriaiemanjatandi,,02494487219,6,,Google Places API,2026-05-29
