empresa,rubro,direccion,ciudad,provincia,telefono,website,google_maps_url,rating,reviews_count,price_level,horarios,instagram,email,whatsapp,score_ia,observaciones,fuente,fecha_extraccion
"Mente Abierta , tienda holistica.",Tienda Holística / Sahumerios,"Bartolomé Mitre 162, L6300 Santa Rosa, La Pampa, Argentina",Santa Rosa,La Pampa,02954 55-6868,https://www.facebook.com/ma.menteabierta,https://maps.google.com/?cid=12183401015499622031,4.7,25,,"lunes: 9:00–12:30, 16:30–20:30; martes: 9:00–12:30, 16:30–20:30; miércoles: 9:00–12:30, 16:30–20:30; jueves: 9:00–12:30, 16:30–20:30; viernes: 9:00–12:30, 16:30–20:30; sábado: 9:00–13:00, 17:00–20:00; domingo: Cerrado",@menteabiertatiendaho,,02954556868,8,,Google Places API,2026-05-29
Dharma Tienda del Alma,Tienda Holística / Sahumerios,"Uruguay 183, B1744 Moreno, Provincia de Buenos Aires, Argentina",Moreno,Provincia de Buenos Aires,011 3382-8054,,https://maps.google.com/?cid=7682210538033352235,4.6,34,,"lunes: 9:00–14:00, 16:00–19:00; martes: 9:00–14:00, 16:00–19:00; miércoles: 9:00–14:00, 16:00–19:00; jueves: 9:00–14:00, 16:00–19:00; viernes: 9:00–14:00, 16:00–19:00; sábado: 10:00–14:00; domingo: Cerrado",@dharmatiendadelalma,,01133828054,6,,Google Places API,2026-05-29
Elemental Tienda Holística,Tienda Holística / Sahumerios,"French 330, B1804 Ezeiza, Provincia de Buenos Aires, Argentina",Ezeiza,Provincia de Buenos Aires,011 2654-3234,https://www.instagram.com/elementaltiendaholistica?igsh=eXg2cTJxdHd4cXBy&utm_source=qr,https://maps.google.com/?cid=2047427324103463165,5,3,,"lunes: 9:30–13:00, 16:30–19:30; martes: 9:30–13:00, 16:30–19:30; miércoles: 9:30–13:00, 16:30–19:30; jueves: 9:30–13:00, 16:30–19:30; viernes: 9:30–13:00, 16:30–19:30; sábado: 9:30–13:00, 16:30–19:30; domingo: Cerrado",https://www.instagram.com/elementaltiendaholistica?igsh=eXg2cTJxdHd4cXBy&utm_source=qr,,01126543234,7,,Google Places API,2026-05-29
Holos Tienda Holistica,Tienda Holística / Sahumerios,"Prudencio Bustos 84, X5186 Alta Gracia, Córdoba, Argentina",Alta Gracia,Córdoba,0351 516-4033,https://holostiendaholistica.empretienda.com.ar/,https://maps.google.com/?cid=9854626556499603412,5,1,,lunes: 9:00–12:30; martes: 9:00–12:30; miércoles: 9:00–12:30; jueves: 9:00–12:30; viernes: 9:00–12:30; sábado: Cerrado; domingo: Cerrado,@holostiendaholistica,,03515164033,7,,Google Places API,2026-05-29
Tienda Babicka,Tienda Holística / Sahumerios,"Espora 97, B1704 Ramos Mejía, Provincia de Buenos Aires, Argentina",Ramos Mejía,Provincia de Buenos Aires,011 4916-7213,,https://maps.google.com/?cid=14539815336743468699,5,48,,"lunes: 11:00–14:00, 17:00–20:00; martes: 11:00–14:00, 17:00–20:00; miércoles: 11:00–14:00, 17:00–20:00; jueves: 11:00–14:00, 17:00–20:00; viernes: 11:00–14:00, 17:00–20:00; sábado: 11:00–14:00, 17:00–20:00; domingo: Cerrado",@tiendababicka,,01149167213,6,,Google Places API,2026-05-29
Fenix Regalería & Holìstica,Tienda Holística / Sahumerios,"L6302BIP BIP Santa Rosa AR, Raul B. Diaz 245, L6302 Santa Rosa, La Pampa, Argentina",Santa Rosa,La Pampa,02954 70-4166,https://www.fenixregaleriayholistica.com.ar/,https://maps.google.com/?cid=8127272797163812616,4.8,206,,"lunes: 9:00–12:30, 17:00–20:00; martes: 9:00–12:30, 17:00–20:00; miércoles: 9:00–12:30, 17:00–20:00; jueves: 9:00–12:30, 17:00–20:00; viernes: 9:00–12:30, 17:00–20:00; sábado: 10:00–13:00, 17:00–20:00; domingo: Cerrado",@fenixregaleraholstic,fenix-ryh@outlook.com,02954704166,8,,Google Places API,2026-05-29
HOLI Tienda Energética,Tienda Holística / Sahumerios,"Calle 35 679 entre 8 y 9, Diag. 73 2134 entre 46 y 47, B1900 La Plata, Provincia de Buenos Aires, Argentina",La Plata,Provincia de Buenos Aires,0221 431-3324,,https://maps.google.com/?cid=14095426524692010966,4.7,24,,lunes: 10:00–19:30; martes: 10:00–19:30; miércoles: 10:00–19:30; jueves: 10:00–19:30; viernes: 10:00–19:30; sábado: 10:00–19:30; domingo: Cerrado,@holitiendaenergtica,,02214313324,6,,Google Places API,2026-05-29
Conciencia solar,Tienda Holística / Sahumerios,"Bartolomé Mitre 44, B1704 Ramos Mejía, Provincia de Buenos Aires, Argentina",Ramos Mejía,Provincia de Buenos Aires,011 5048-2226,https://www.instagram.com/concienciasolar/,https://maps.google.com/?cid=10433490283506231460,4.5,44,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–20:00; domingo: Cerrado,https://www.instagram.com/concienciasolar/,,01150482226,8,,Google Places API,2026-05-29
Ikigai Tienda Holística,Tienda Holística / Sahumerios,"Uruguay 166, B6400 Trenque Lauquen, Provincia de Buenos Aires, Argentina",Trenque Lauquen,Provincia de Buenos Aires,02392 52-1303,,https://maps.google.com/?cid=12914168717861222906,5,4,,lunes: 10:00–19:30; martes: 10:00–19:30; miércoles: 10:00–19:30; jueves: 10:00–19:30; viernes: 10:00–19:30; sábado: 10:00–19:30; domingo: Cerrado,@ikigaitiendaholstica,,02392521303,5,,Google Places API,2026-05-29
RUNA TIENDA,Tienda Holística / Sahumerios,"Gral. José de San Martín 1835, B1604 Florida, Provincia de Buenos Aires, Argentina",Florida,Provincia de Buenos Aires,011 6039-6368,http://runatiendaholistica.mitiendanube.com/,https://maps.google.com/?cid=4068906503461197490,5,19,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 10:00–18:00; domingo: Cerrado,@runatienda,nuvempago@2x.png,01160396368,7,,Google Places API,2026-05-29
Terra Mítika,Tienda Holística / Sahumerios,"Centro, Hipólito Yrigoyen 1971, B7600EHZ Mar del Plata, Provincia de Buenos Aires, Argentina",Mar del Plata,Provincia de Buenos Aires,0223 663-6559,http://www.terramitika.com.ar/,https://maps.google.com/?cid=9113688540484687229,4.8,78,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–20:00; domingo: Cerrado,@terramtika,,02236636559,8,,Google Places API,2026-05-29
Ananda Tienda Holistica,Tienda Holística / Sahumerios,"C. 2 esquina 27, B7105 San Clemente del Tuyu, Provincia de Buenos Aires, Argentina",San Clemente del Tuyu,Provincia de Buenos Aires,011 6822-5511,https://instagram.com/ananda.terapia.holistica?igshid=ZGUzMzM3NWJiOQ==,https://maps.google.com/?cid=10255605612189633418,3.4,16,,"lunes: 10:00–12:45, 16:45–19:45; martes: 10:00–12:45, 16:45–19:45; miércoles: Cerrado; jueves: 10:00–12:45, 16:45–19:45; viernes: 10:00–12:45, 16:45–19:45; sábado: 10:00–13:00, 16:45–19:45; domingo: Cerrado",https://instagram.com/ananda.terapia.holistica?igshid=ZGUzMzM3NWJiOQ==,,01168225511,5,,Google Places API,2026-05-29
Librería Esoterica Tienda Holística Comprar Cartas Mazos Tarot Lecturas Sesiones Flores de Bach Online Conejo Blanco,Tienda Holística / Sahumerios,"Sanabria 4679 PB 2, C1419 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-6969-2307,https://www.tiendaesotericaconejoblanco.com.ar/,https://maps.google.com/?cid=13860829247199823141,4.8,120,,lunes: Cerrado; martes: 14:00–19:00; miércoles: 14:00–19:00; jueves: 14:00–19:00; viernes: 14:00–19:00; sábado: 14:00–19:00; domingo: Cerrado,@libreraesotericatien,nuvempago@2x.png,0111569692307,8,,Google Places API,2026-05-29
Magia Holística,Tienda Holística / Sahumerios,"Oribe 2635, B1718 San Antonio de Padua, Provincia de Buenos Aires, Argentina",San Antonio de Padua,Provincia de Buenos Aires,011 3453-4240,https://magiaholistica.empretienda.com.ar/,https://maps.google.com/?cid=8192597864368598304,,,,lunes: 10:00–21:00; martes: 10:00–21:00; miércoles: 10:00–21:00; jueves: 10:00–21:00; viernes: 10:00–21:00; sábado: 10:00–21:00; domingo: Cerrado,@magiaholstica,magiaholistica03@gmail.com,01134534240,5,,Google Places API,2026-05-29
El Arte de Canalizar Tienda Holistica,Tienda Holística / Sahumerios,"Mariano Boedo 52, B1613 Los Polvorines, Provincia de Buenos Aires, Argentina",Los Polvorines,Provincia de Buenos Aires,011 6898-9006,https://wa.me/c/5491168989006,https://maps.google.com/?cid=2381251466501426827,5,4,,,@elartedecanalizartie,,01168989006,7,,Google Places API,2026-05-29
Lolaki TIENDA MISTICA,Tienda Holística / Sahumerios,"Av. San Martín 3564, B1824 Buenos Aires, Provincia de Buenos Aires, Argentina",Buenos Aires,Provincia de Buenos Aires,011 4168-8790,https://instagram.com/lolakilanus?igshid=MzNlNGNkZWQ4Mg==,https://maps.google.com/?cid=6593632563100224557,4.8,26,,"lunes: 10:30–13:30, 17:00–20:00; martes: 10:30–13:30, 17:00–20:00; miércoles: 10:30–13:30, 17:00–20:00; jueves: 10:30–13:30, 17:00–20:00; viernes: 10:30–13:30, 17:00–20:00; sábado: 10:30–13:30; domingo: Cerrado",https://instagram.com/lolakilanus?igshid=MzNlNGNkZWQ4Mg==,,01141688790,8,,Google Places API,2026-05-29
Tienda Kapo - Tienda esotérica y energética,Tienda Holística / Sahumerios,"Malabia 1098, C1414DLV Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6551-8649,,https://maps.google.com/?cid=17493174078146165785,4.8,85,,lunes: 11:00–19:00; martes: 11:00–19:00; miércoles: 11:00–19:00; jueves: 11:00–19:00; viernes: 11:00–19:00; sábado: Cerrado; domingo: Cerrado,@tiendakapotiendaesot,,01165518649,6,,Google Places API,2026-05-29
Horus Tienda Holistica,Tienda Holística / Sahumerios,"Nogoyá 3496, Q8304 Neuquén, Argentina",Neuquén,Neuquén,0299 527-0955,https://www.instagram.com/tiendaholisticahorus?igsh=cWE5YjVkbmhxeDI3&utm_source=qr,https://maps.google.com/?cid=7281389726772017455,5,3,,lunes: 10:00–21:00; martes: 10:00–21:00; miércoles: 10:00–21:00; jueves: 10:00–21:00; viernes: 10:00–21:00; sábado: 10:00–21:00; domingo: 10:00–21:00,https://www.instagram.com/tiendaholisticahorus?igsh=cWE5YjVkbmhxeDI3&utm_source=qr,,02995270955,7,,Google Places API,2026-05-29
Ganesha Tienda Holistica Aromas & Esencias,Tienda Holística / Sahumerios,"S2152 Granadero Baigorria, Santa Fe, Argentina",Granadero Baigorria,Santa Fe,,,https://maps.google.com/?cid=8323633311203454154,5,1,,,@ganeshatiendaholisti,,,3,,Google Places API,2026-05-29
"Amaranta Tienda Mistica "" Regalos para el Alma"" primer tienda mística del país",Tienda Holística / Sahumerios,"Del Valle Iberlucea 3014 entre 25 de mayo, Carlos Gardel y, B1824 Lanús, Provincia de Buenos Aires, Argentina",Lanús,Provincia de Buenos Aires,011 4225-9547,https://www.amarantalab.app/%20%20https://www.instagram.com/amarantamisticatienda/,https://maps.google.com/?cid=3343094177970769913,4.8,160,,lunes: 10:30–20:00; martes: 10:30–20:00; miércoles: 10:30–20:00; jueves: 10:30–20:00; viernes: 10:30–20:00; sábado: 10:30–20:00; domingo: Cerrado,https://www.amarantalab.app/%20%20https://www.instagram.com/amarantamisticatienda/,,01142259547,8,,Google Places API,2026-05-29
Alma Tienda Holistica,Tienda Holística / Sahumerios,"Achával 313, B1702 Ciudadela, Provincia de Buenos Aires, Argentina",Ciudadela,Provincia de Buenos Aires,011 6103-7018,,https://maps.google.com/?cid=15050763561495296373,5,1,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Cerrado,@almatiendaholistica,,01161037018,5,,Google Places API,2026-05-29
Arcana - Tienda Esotérica,Tienda Holística / Sahumerios,"SÓLO TIENDA ONLINE, Gral. Urquiza 1205, C1243 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-4079-0799,https://www.arcana.com.ar/,https://maps.google.com/?cid=12962233544322544230,5,626,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–19:00; domingo: 9:00–19:00,@arcanatiendaesotrica,nuvempago@2x.png,0111540790799,8,,Google Places API,2026-05-29
Tienda Holistica Uriel,Tienda Holística / Sahumerios,"Güemes 2853, B1722JZH Merlo, Provincia de Buenos Aires, Argentina",Merlo,Provincia de Buenos Aires,011 7033-9716,,https://maps.google.com/?cid=7842378636568556062,5,1,,lunes: 9:00–19:30; martes: 9:00–19:30; miércoles: 9:00–19:30; jueves: 9:00–19:30; viernes: 9:00–19:30; sábado: 9:00–19:30; domingo: Cerrado,@tiendaholisticauriel,,01170339716,5,,Google Places API,2026-05-29
Santería Asis,Tienda Holística / Sahumerios,"Juncal 1264, C1014 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4815-2317,http://www.santeriaasis.com.ar/,https://maps.google.com/?cid=4555643367473769771,4.4,172,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: Cerrado; domingo: Cerrado,@santeraasis,,01148152317,8,,Google Places API,2026-05-29
Santería Pezza,Tienda Holística / Sahumerios,"Paraná 240, C1017 AAF, Cdad. Autónoma de Buenos Aires, Argentina",AAF,Ciudad Autónoma de Buenos Aires,011 4374-2543,http://www.santeriapezza.jimdoweb.com/,https://maps.google.com/?cid=37617813338302469,4.7,204,,lunes: 10:00–16:00; martes: 10:00–16:00; miércoles: 10:00–16:00; jueves: 10:00–16:00; viernes: 10:00–16:00; sábado: Cerrado; domingo: Cerrado,@santerapezza,,01143742543,8,,Google Places API,2026-05-29
SANTERÍA SAN ESTEBAN,Tienda Holística / Sahumerios,"Bueras 157, 1408 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5414-8907,http://www.santeriasanesteban.com/,https://maps.google.com/?cid=14692051600500141709,4.8,605,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 10:00–18:00; domingo: Cerrado,@santerasanesteban,santeriasanesteban@gmail.com,01154148907,8,,Google Places API,2026-05-29
SANTERIA MATER,Tienda Holística / Sahumerios,"Juncal 2041, C1116 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4804-5545,http://www.mater.com.ar/,https://maps.google.com/?cid=5557564716162978319,4.4,59,,lunes: 11:00–19:00; martes: 11:00–19:00; miércoles: 11:00–19:00; jueves: 11:00–19:00; viernes: 11:00–19:00; sábado: 10:00–13:00; domingo: Cerrado,@santeriamater,contacto@mater.com.ar,01148045545,8,,Google Places API,2026-05-29
Santería Belén,Tienda Holística / Sahumerios,"Sarmiento 121, Centro, X5000EYC Córdoba, Argentina",Córdoba,Córdoba,0351 370-8135,http://www.santeriacordoba.com.ar/,https://maps.google.com/?cid=8277693099311915703,4.6,276,,lunes: 9:00–17:30; martes: 9:00–17:30; miércoles: 9:00–17:30; jueves: 9:00–17:30; viernes: 9:00–17:30; sábado: 9:00–13:00; domingo: Cerrado,@santerabeln,,03513708135,8,,Google Places API,2026-05-29
Santería Sanla Mayorista & Minorista,Tienda Holística / Sahumerios,"Int. Juan Irigoin 2046, B1663 San Miguel, Provincia de Buenos Aires, Argentina",San Miguel,Provincia de Buenos Aires,011 3702-3933,http://santeriasanla.com.ar/,https://maps.google.com/?cid=17513931752242644081,4.8,111,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–13:00; domingo: Cerrado,@santerasanlamayorist,nuvempago@2x.png,01137023933,8,,Google Places API,2026-05-29
Santería Mara,Tienda Holística / Sahumerios,"Solís 182, C1078AAD Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4382-9669,,https://maps.google.com/?cid=6958683312294382352,4.3,55,,lunes: 11:00–20:00; martes: 11:00–20:00; miércoles: 11:00–20:00; jueves: 11:00–20:00; viernes: 11:00–20:00; sábado: Cerrado; domingo: Cerrado,@santeramara,,01143829669,6,,Google Places API,2026-05-29
Santeria del Santuario,Tienda Holística / Sahumerios,"9 de Julio 959, B6700CDQ Luján, Provincia de Buenos Aires, Argentina",Luján,Provincia de Buenos Aires,02323 21-2206,https://santuariodelujan.org.ar/santeria-santuario/,https://maps.google.com/?cid=17948259274506887570,4.4,13,,lunes: 9:00–17:30; martes: 9:00–17:30; miércoles: 9:00–17:30; jueves: 9:00–17:30; viernes: 9:00–17:30; sábado: 8:00–18:30; domingo: 8:00–18:30,@santeriadelsantuario,,02323212206,7,,Google Places API,2026-05-29
Santería de Balvanera,Tienda Holística / Sahumerios,"Bartolomé Mitre 2045, C1039 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3879-0509,http://santeriadebalvanera.mercadoshops.com.ar/,https://maps.google.com/?cid=1393826572386117202,3.7,15,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–18:00; domingo: Cerrado,@santeradebalvanera,,01138790509,5,,Google Places API,2026-05-29
SanteríaOriente.com.ar Oriente Mistico,Tienda Holística / Sahumerios,"Sarmiento 1079, S2000BDP Rosario, Santa Fe, Argentina",Rosario,Santa Fe,0341 355-4732,https://www.santeriaoriente.com.ar/,https://maps.google.com/?cid=15328402902801750627,4.2,183,,lunes: 9:30–16:30; martes: 9:30–16:30; miércoles: 9:30–16:30; jueves: 9:30–16:30; viernes: 9:30–16:30; sábado: 9:00–13:00; domingo: Cerrado,@santeraorientecomaro,nuvempago@2x.png,03413554732,8,,Google Places API,2026-05-29
Santería y regalería Victoria Guadalupe,Tienda Holística / Sahumerios,"Sarmiento 2143, C1044 AAG, Cdad. Autónoma de Buenos Aires, Argentina",AAG,Ciudad Autónoma de Buenos Aires,011 2854-9724,,https://maps.google.com/?cid=8942403075745213788,4.2,26,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–14:00; domingo: Cerrado,@santerayregaleravict,,01128549724,6,,Google Places API,2026-05-29
Santería y Librería Veloso,Tienda Holística / Sahumerios,"Marcelo Torcuato de Alvear 1611, C1060 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4811-7621,http://www.santeriaveloso.com.ar/,https://maps.google.com/?cid=6249232791478839268,4.6,149,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 10:00–13:00; domingo: Cerrado,@santeraylibreravelos,santeriaveloso@gmail.com,01148117621,8,,Google Places API,2026-05-29
Santería,Tienda Holística / Sahumerios,"Lima 1369, C1151 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3156-5435,http://articulosreligiososweb.com/,https://maps.google.com/?cid=2021696663153713170,4.5,6,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–14:00; domingo: Cerrado,@santera,,01131565435,7,,Google Places API,2026-05-29
Santería San Jorge,Tienda Holística / Sahumerios,"Cuzco 64, C1408 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4197-5257,,https://maps.google.com/?cid=17578836133219768581,4.3,38,,lunes: 11:00–16:00; martes: 11:00–16:00; miércoles: 11:00–16:00; jueves: 11:00–16:00; viernes: 11:00–16:00; sábado: 11:00–13:00; domingo: Cerrado,@santerasanjorge,,01141975257,6,,Google Places API,2026-05-29
Santeria Gracia Del Cielo y Entre Nubes (Local 16)en primera junta Caballito,Tienda Holística / Sahumerios,"Galería Centenera, Guayaquil, Del Barco Centenera 150, C1424 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,,,https://maps.google.com/?cid=16205395476611870538,4.7,29,,lunes: 17:00–21:00; martes: 17:00–21:00; miércoles: 17:00–21:00; jueves: 17:00–21:00; viernes: 17:00–21:00; sábado: 17:00–21:00; domingo: Cerrado,@santeriagraciadelcie,,,4,,Google Places API,2026-05-29
Librería y Santería San Benito,Tienda Holística / Sahumerios,"Villanueva 929, C1426 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4771-9505,http://www.sanbenitosanteria.com/,https://maps.google.com/?cid=4923737825684739076,4.7,474,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 10:00–19:00; domingo: 10:00–19:00,@libreraysanterasanbe,ifb.santeria@gmail.com,01147719505,8,,Google Places API,2026-05-29
Santeria El Arcangel,Tienda Holística / Sahumerios,"Alberti 6062, B7604BDV Mar del Plata, Provincia de Buenos Aires, Argentina",Mar del Plata,Provincia de Buenos Aires,0223 477-3958,,https://maps.google.com/?cid=7144567653092105221,4.6,663,,lunes: 8:00–17:00; martes: 8:00–17:00; miércoles: 8:00–17:00; jueves: 8:00–17:00; viernes: 8:00–17:00; sábado: 8:00–13:00; domingo: Cerrado,@santeriaelarcangel,,02234773958,6,,Google Places API,2026-05-29
La Santería de Constitución,Tienda Holística / Sahumerios,"Av. Juan de Garay 1217, C1153 ABK, Cdad. Autónoma de Buenos Aires, Argentina",ABK,Ciudad Autónoma de Buenos Aires,011 4304-2688,https://m.facebook.com/pages/category/Shopping---Retail/La-Santer%C3%ADa-De-Constituci%C3%B3n-1808065392843485/?locale2=es_LA,https://maps.google.com/?cid=18379568864506750436,4.5,49,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–14:00; domingo: Cerrado,@lasanteradeconstituc,,01143042688,8,,Google Places API,2026-05-29
Pablo H. De Petris S.A. - Artículos Religiosos,Tienda Holística / Sahumerios,"Salcedo 3520, C1259 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4922-6283,http://pablohdepetris.com.ar/,https://maps.google.com/?cid=8219219069044060558,4.7,105,,"lunes: 9:00–13:00, 14:00–18:00; martes: 9:00–13:00, 14:00–18:00; miércoles: 9:00–13:00, 14:00–18:00; jueves: 9:00–13:00, 14:00–18:00; viernes: 9:00–13:00, 14:00–18:00; sábado: Cerrado; domingo: Cerrado",@pablohdepetrissaartc,,01149226283,8,,Google Places API,2026-05-29
Santería Chacabuco,Tienda Holística / Sahumerios,"Blvr. Chacabuco 21, X5000IIA Córdoba, Argentina",Córdoba,Córdoba,0351 802-6540,https://santeriachacabuco.com.ar/,https://maps.google.com/?cid=8855828006273660875,4.1,77,,"lunes: 9:30–14:00, 15:30–17:30; martes: 9:30–14:00, 15:30–17:30; miércoles: 9:30–14:00, 15:30–17:30; jueves: 9:30–14:00, 15:30–17:30; viernes: 9:30–14:00, 15:30–17:30; sábado: 9:30–13:00; domingo: Cerrado",@santerachacabuco,,03518026540,8,,Google Places API,2026-05-29
SANTERIA o'feiticio,Tienda Holística / Sahumerios,"3 de Febrero 624, B1646CVN Gran Buenos Aires, Provincia de Buenos Aires, Argentina",Gran Buenos Aires,Provincia de Buenos Aires,011 3050-5527,,https://maps.google.com/?cid=13863342864931880803,4.4,100,,lunes: 11:30–19:30; martes: 11:30–19:30; miércoles: 11:30–7:30; jueves: 11:30–19:30; viernes: 11:30–19:30; sábado: 11:30–19:30; domingo: Cerrado,@santeriaofeiticio,,01130505527,6,,Google Places API,2026-05-29
Santeria Del Pilar,Tienda Holística / Sahumerios,"Junín 1912, C1011 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,,https://www.instagram.com/santeriadelpilar?igsh=YnhrbnppM3BvOW5i,https://maps.google.com/?cid=9112316362900031511,3.6,9,,"lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 10:00–13:30, 14:30–19:00; domingo: 10:00–13:30, 14:30–19:00",https://www.instagram.com/santeriadelpilar?igsh=YnhrbnppM3BvOW5i,,,3,,Google Places API,2026-05-29
Santería Sagrado Corazón de Jesús,Tienda Holística / Sahumerios,"Juan Bautista Alberdi 1482, B1636 Olivos, Provincia de Buenos Aires, Argentina",Olivos,Provincia de Buenos Aires,011 2195-6619,,https://maps.google.com/?cid=4978344367465078346,4.1,38,,"lunes: 9:30–13:00, 15:30–18:00; martes: 9:30–13:00, 15:30–18:00; miércoles: 9:30–13:00, 15:30–18:00; jueves: 9:30–13:00, 15:30–18:00; viernes: 9:30–13:00, 15:30–18:00; sábado: 9:30–13:00; domingo: Cerrado",@santerasagradocorazn,,01121956619,6,,Google Places API,2026-05-29
Santería Astral,Tienda Holística / Sahumerios,"Fragata Pres. Sarmiento 1881, C1416 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-6730-6721,,https://maps.google.com/?cid=11983100152573974837,4.4,12,,lunes: 10:00–17:00; martes: 10:00–17:00; miércoles: 10:00–17:00; jueves: 10:00–17:00; viernes: 10:00–17:00; sábado: 10:00–14:00; domingo: Cerrado,@santeraastral,,0111567306721,5,,Google Places API,2026-05-29
Santeria Mar del Plata,Tienda Holística / Sahumerios,"Rivadavia 2333 Oficina 354, B7600 Mar del Plata, Provincia de Buenos Aires, Argentina",Mar del Plata,Provincia de Buenos Aires,0223 340-7723,http://santeriamdp.com.ar/,https://maps.google.com/?cid=17228812209686047557,5,31,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: 9:00–17:00; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: 10:00–15:00; domingo: Cerrado,@santeriamardelplata,nuvempago@2x.png,02233407723,8,,Google Places API,2026-05-29
Santeria - Libreria Inmaculado Corazon,Tienda Holística / Sahumerios,"Juan B. Justo 514, Q8300 Neuquén, Argentina",Neuquén,Neuquén,0299 593-4339,https://www.facebook.com/corazondemarianqn/,https://maps.google.com/?cid=6605111765925320144,4.3,65,,lunes: Cerrado; martes: 9:30–14:00; miércoles: 9:30–14:00; jueves: 9:30–14:00; viernes: 9:30–14:00; sábado: 10:00–13:00; domingo: Cerrado,@santerialibreriainma,,02995934339,8,,Google Places API,2026-05-29
Santeria Fatima,Tienda Holística / Sahumerios,"Buenos Aires 136 local 5, M5500 GDA, Mendoza, Argentina",GDA,Mendoza,0261 460-7182,,https://maps.google.com/?cid=14854990924969263535,4.7,571,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 10:00–14:00; domingo: Cerrado,@santeriafatima,,02614607182,6,,Google Places API,2026-05-29
